"证券代码","证券简称","上市板","上市日期","企业规模","成立日期","注册资本[元]","主营产品类型","所属区县","城市","注册地址","办公地址","员工总数","证监会行业名称","总市值[元]","市值[亿元]","市盈率PE","Wind ESG评级","Wind ESG综合得分","坐标"
"300900.SZ","广联航空","创业板","2020-10-29T00:00:00+08:00","中型","2011-02-25T00:00:00+08:00","211470000","航空零部件","平房区","哈尔滨市","黑龙江省哈尔滨市哈南工业新城核心区哈南三路3号","黑龙江省哈尔滨市哈南工业新城核心区哈南三路3号","1052","制造业","6060730200","60.607302","106.280700683594","BB","5.85","POINT(126.5862434 45.59083843)"
"603256.SH","宏和科技","主板","2019-07-19T00:00:00+08:00","大型","1998-08-13T00:00:00+08:00","884370000","高分子聚合物","浦东新区","上海市","上海市浦东康桥工业区秀沿路123号","上海市浦东康桥工业区秀沿路123号","1211","制造业","6057934500","60.579345","55.1293334960938","BBB","6.17","POINT(121.54904588 31.13572107)"
"002716.SZ","金贵银业","主板","2014-01-28T00:00:00+08:00","中型","2004-11-08T00:00:00+08:00","2210479088","白银、合金、黄金、铅、无机化工原料、锌、重有色金属","苏仙区","郴州市","湖南省郴州市苏仙区白露塘镇福城大道1号(湖南郴州高新技术产业园内)","湖南省郴州市苏仙区白露塘镇福城大道1号","382","制造业","6056712701.12","60.5671270112","92.9076843261719","B","4.43","POINT(113.11324305 25.84698107)"
"300184.SZ","力源信息","创业板","2011-02-22T00:00:00+08:00","大型","2001-08-09T00:00:00+08:00","1164681922","电子元器件","洪山区","武汉市","湖北省武汉市东湖新技术开发区光谷大道武大园三路5号","湖北省武汉市东湖新技术开发区光谷大道武大园三路5号","1334","批发和零售业","6056345994.4","60.563459943999995","17.9266376495361","BB","5.36","POINT(114.41180392 30.45495364)"
"301162.SZ","国能日新","创业板","2022-04-29T00:00:00+08:00","大型","2008-02-02T00:00:00+08:00","70892630","专用设备与零部件","海淀区","北京市","北京市海淀区西三旗建材城内1幢二层227号","北京市海淀区西三旗建材城内1幢二层227号","370","信息传输、软件和信息技术服务业","6040052076","60.40052076","96.3205871582031","","2.96","POINT(116.34973907 40.06196842)"
"603970.SH","中农立华","主板","2017-11-16T00:00:00+08:00","大型","2009-04-08T00:00:00+08:00","192000096","药品经销、专业咨询服务、专用设备与零部件","西城区","北京市","北京市西城区宣武门外大街甲1号九层912室","北京市西城区宣武门外大街甲1号九层912室","855","批发和零售业","6038403019.2","60.384030192","33.5480461120605","BB","5.34","POINT(116.36722138 39.89716459)"
"002520.SZ","日发精机","主板","2010-12-10T00:00:00+08:00","大型","2000-12-28T00:00:00+08:00","862899328","工控机械、机床机械、专用设备与零部件","新昌县","绍兴市","浙江省绍兴市新昌县七星街道日发数字科技园","浙江省绍兴市新昌县七星街道日发数字科技园","1235","制造业","6031666302.72","60.3166630272","249.667907714844","BB","5","POINT(120.82927217 29.51786367)"
"000011.SZ","深物业A","主板","1992-03-30T00:00:00+08:00","大型","1983-01-17T00:00:00+08:00","595979092","物业出租和管理、长途客运、住宅楼盘","罗湖区","深圳市","广东省深圳市罗湖区人民南路国贸大厦39,42层","广东省深圳市罗湖区人民南路国贸大厦16层,20层,39层,42层","7658","房地产业","6030038261.8582","60.300382618582","6.34969091415405","BB","5.31","POINT(114.11505988 22.54466618)"
"301179.SZ","泽宇智能","创业板","2021-12-08T00:00:00+08:00","大型","2011-11-18T00:00:00+08:00","132000000","电信服务、施工及检测设备、系统集成服务","崇川区","南通市","江苏省南通市崇川区中环路279号1-4幢","江苏省南通市崇川区中环路279号1-4幢","447","信息传输、软件和信息技术服务业","6027120000","60.2712","29.8995513916016","BB","5.79","POINT(120.81960327 32.03516889)"
"000922.SZ","佳电股份","主板","1999-06-18T00:00:00+08:00","大型","1996-12-31T00:00:00+08:00","599102053","动力机械、发电机及附属设备","前进区","佳木斯市","黑龙江省佳木斯市前进区长安路247号","黑龙江省佳木斯市前进区长安路247号","1830","制造业","6026966653.18","60.269666531800006","28.2133102416992","BB","6.04","POINT(130.3810665 46.81530287)"
"002026.SZ","山东威达","主板","2004-07-27T00:00:00+08:00","大型","1998-07-08T00:00:00+08:00","441262247","汽车及零配件经销、轻型工程机械、冶金机械","环翠区","威海市","山东省威海市临港经济技术开发区苘山镇中韩路2号","山东省威海市临港经济技术开发区苘山镇中韩路2号","3215","制造业","6023229671.55","60.2322967155","17.3764362335205","BBB","6.12","POINT(122.06626029 37.28620943)"
"000826.SZ","启迪环境","主板","1998-02-25T00:00:00+08:00","大型","1993-10-11T00:00:00+08:00","1430578784","民用建筑、市政供水、污水处理","西陵区","宜昌市","湖北省宜昌市西陵区绿萝路77号","湖北省宜昌市西陵区绿萝路77号","70638","水利、环境和公共设施管理业","6022736680.64","60.227366806400006","-1.29372608661652","BBB","6.09","POINT(111.29870012 30.70915217)"
"002527.SZ","新时达","主板","2010-12-24T00:00:00+08:00","大型","1995-03-10T00:00:00+08:00","659951891","变电设备、低压电器类、电子元器件、监控器材及系统、输电设备","嘉定区","上海市","上海市嘉定区南翔镇新勤路289号","上海市嘉定区南翔镇新勤路289号","2556","制造业","6018761245.92","60.187612459200004","57.9995040893555","BB","5.61","POINT(121.29599786 31.32123054)"
"300787.SZ","海能实业","创业板","2019-08-15T00:00:00+08:00","大型","2009-07-15T00:00:00+08:00","153261920","专用设备与零部件","安福县","吉安市","江西省吉安市安福县工业园","江西省吉安市安福县工业园","7565","制造业","6010932502.4","60.10932502399999","27.9444255828857","BB","5.71","POINT(114.68261424 27.3937127)"
"002552.SZ","宝鼎科技","主板","2011-02-25T00:00:00+08:00","中型","1999-03-25T00:00:00+08:00","306232338","专用设备与零部件","余杭区","杭州市","浙江省杭州市余杭区塘栖镇工业园区","浙江省杭州市余杭区塘栖镇工业园区","433","制造业","6008278471.56","60.082784715600006","1085.15112304688","BBB","6.31","POINT(120.16448382 30.45603149)"
"300437.SZ","清水源","创业板","2015-04-23T00:00:00+08:00","中型","1995-06-08T00:00:00+08:00","259063097","催化剂及化学助剂","济源市","济源市","河南省济源市虎岭高新区科工路与文博路交叉口西100米","河南省济源市虎岭高新区科工路与文博路交叉口西100米","962","制造业","5994720064.58","59.9472006458","36.8173980712891","BB","5.47","POINT(112.6109753 35.0461911)"
"603667.SH","五洲新春","主板","2016-10-25T00:00:00+08:00","大型","1999-11-12T00:00:00+08:00","328690121","专用设备与零部件","新昌县","绍兴市","浙江省绍兴市新昌县七星街道泰坦大道199号","浙江省绍兴市新昌县七星街道泰坦大道199号","4206","制造业","5992020905.83","59.920209058299996","45.9179306030273","BB","5.2","POINT(120.83106742 29.52483915)"
"603416.SH","信捷电气","主板","2016-12-21T00:00:00+08:00","大型","2008-04-22T00:00:00+08:00","140560000","专用设备与零部件","滨湖区","无锡市","江苏省无锡市滨湖区胡埭工业园北区刘塘路9号","江苏省无锡市滨湖区建筑西路816号10楼","1791","制造业","5986450400","59.864504","20.6593914031982","BB","5.39","POINT(120.14079697 31.58158776)"
"002344.SZ","海宁皮城","主板","2010-01-26T00:00:00+08:00","大型","1999-02-25T00:00:00+08:00","1282616960","其他休闲用品、外衣、鞋子","海宁市","海宁市","浙江省海宁市海州西路201号","浙江省海宁市海州西路201号","1151","租赁和商务服务业","5976995033.6","59.769950336","15.9861764907837","BBB","6.09","POINT(120.6622816 30.50833126)"
"601858.SH","中国科传","主板","2017-01-18T00:00:00+08:00","大型","1999-04-15T00:00:00+08:00","790500000","出版","东城区","北京市","北京市东城区东黄城根北街16号","北京市东城区东黄城根北街16号","1406","文化、体育和娱乐业","5968275000","59.68275","12.3927021026611","BBB","6.59","POINT(116.40102334 39.92912852)"
"000505.SZ","京粮控股","主板","1992-12-21T00:00:00+08:00","大型","1988-03-22T00:00:00+08:00","726950251","食品经销、休闲食品","龙华区","海口市","海南省海口市滨海大道珠江广场帝豪大厦29层","海南省海口市滨海大道珠江广场帝豪大厦29楼","2770","制造业","5963287575.125","59.63287575125","31.0484523773193","BB","5.09","POINT(110.31649848 20.0347432)"
"688026.SH","洁特生物","科创板","2020-01-22T00:00:00+08:00","大型","2001-04-11T00:00:00+08:00","140363160","高分子聚合物、塑料包装制品、专用设备与零部件","黄埔区","广州市","广东省广州市经济技术开发区永和经济区斗塘路1号","广东省广州市经济技术开发区永和经济区斗塘路1号","1431","制造业","5958416142","59.58416142","36.3047485351563","BB","5.11","POINT(113.55389582 23.20859051)"
"000851.SZ","高鸿股份","主板","1998-06-09T00:00:00+08:00","大型","1994-01-20T00:00:00+08:00","1164752220","CTI语音软件、MIS软件、传输设备、行业专用软件、交换设备、接入设备、视频产品、视频点播系统、网管软件、无线增值业务、运营平台系统","平坝区","安顺市","贵州省贵安新区贵安综合保税区电商科创园B栋6楼610-210号","北京市海淀区学院路40号大唐电信集团主楼11层","1270","批发和零售业","5951883844.2","59.518838441999996","365.579864501953","BBB","6.41","POINT(106.54494687 26.40928451)"
"300204.SZ","舒泰神","创业板","2011-04-15T00:00:00+08:00","中型","2002-08-16T00:00:00+08:00","476034544","原料药","大兴区","北京市","北京市北京经济技术开发区经海二路36号","北京市北京经济技术开发区经海二路36号","873","制造业","5950431800","59.504318","-41.933521270752","BBB","6.13","POINT(116.52820915 39.80187634)"
"002109.SZ","兴化股份","主板","2007-01-26T00:00:00+08:00","大型","1997-08-29T00:00:00+08:00","1052944789","氮肥、复合(混)肥、无机化工原料","兴平市","兴平市","陕西省咸阳市兴平市东城区","陕西省咸阳市兴平市东城区迎宾大道","1236","制造业","5949138057.85","59.49138057850001","9.10696315765381","BBB","6.35","POINT(108.48578069 34.3006079)"
"605080.SH","浙江自然","主板","2021-05-06T00:00:00+08:00","大型","2000-09-04T00:00:00+08:00","101123600","家具、其他纺织品及原料","天台县","台州市","浙江省台州市天台县平桥镇下曹村","浙江省台州市天台县平桥镇下曹村","1499","制造业","5949101388","59.49101388","24.4988632202148","BBB","6.63","POINT(120.90006477 29.1411707)"
"600103.SH","青山纸业","主板","1997-07-03T00:00:00+08:00","大型","1993-04-01T00:00:00+08:00","2305817807","进出口贸易、苗木、木材及木材加工、皮肤科用制剂、水、电解质及酸碱平衡调节制剂、箱板纸、植物类中药制剂、纸板、纸包装制品、纸浆","鼓楼区","福州市","福建省福州市鼓楼区五一北路171号新都会花园广场16层","福建省三明市沙县青州镇青山路1号","3521","制造业","5949009942.06","59.490099420600004","30.6557350158691","BBB","6.48","POINT(119.30669079 26.0799099)"
"300648.SZ","星云股份","创业板","2017-04-25T00:00:00+08:00","大型","2005-01-24T00:00:00+08:00","147783896","专用设备与零部件","马尾区","福州市","福建省福州市马尾区快安马江大道石狮路6号1-4#楼","福建省福州市马尾区石狮路6号星云科技园","1862","制造业","5945346136.08","59.4534613608","245.652816772461","BBB","6.51","POINT(119.41071876 26.02956226)"
"300893.SZ","松原股份","创业板","2020-09-24T00:00:00+08:00","中型","2001-07-06T00:00:00+08:00","225000000","汽车及零配件经销","余姚市","余姚市","浙江省宁波市余姚市牟山镇运河沿路1号","浙江省宁波市余姚市牟山镇运河沿路1号","744","制造业","5944500000","59.445","54.7177314758301","BBB","6.31","POINT(120.97636681 30.07121623)"
"300324.SZ","旋极信息","创业板","2012-06-08T00:00:00+08:00","大型","1997-11-28T00:00:00+08:00","1727590595","电子元器件、系统集成服务","海淀区","北京市","北京市海淀区丰秀中路3号院12号楼-1层至5层101","北京市海淀区丰秀中路3号院12号楼","3251","信息传输、软件和信息技术服务业","5942911646.8","59.429116468000004","-54.8566856384277","BBB","6.7","POINT(116.23080438 40.07309034)"
"300287.SZ","飞利信","创业板","2012-02-01T00:00:00+08:00","大型","2002-10-16T00:00:00+08:00","1435273808","电子设备及加工、行业专用软件","海淀区","北京市","北京市海淀志新村二号院内10层房间号1001","北京市海淀区塔院志新村2号飞利信大厦","1159","信息传输、软件和信息技术服务业","5942033565.12","59.4203356512","-22.3071594238281","BBB","6.76","POINT(116.36012339 39.98501315)"
"603421.SH","鼎信通讯","主板","2016-10-11T00:00:00+08:00","大型","2008-03-26T00:00:00+08:00","652190511","通信系统与平台、通信终端设备","市南区","青岛市","山东省青岛市市南区宁夏路288号6号楼5层B区","山东省青岛市市南区宁夏路288号6号楼5层","3689","信息传输、软件和信息技术服务业","5941455555.21","59.4145555521","46.9009590148926","BBB","6.51","POINT(120.41064838 36.07650577)"
"000707.SZ","双环科技","主板","1997-04-15T00:00:00+08:00","大型","1993-12-27T00:00:00+08:00","464145765","氮肥、高分子聚合物、无机化工原料、有机化工原料、原煤","应城市","应城市","湖北省应城市东马坊团结大道26号","湖北省应城市东马坊团结大道26号","1192","制造业","5941065792","59.41065792","9.09459400177002","BBB","6.14","POINT(113.69867133 30.91875737)"
"002662.SZ","京威股份","主板","2012-03-09T00:00:00+08:00","大型","2002-07-03T00:00:00+08:00","1500000000","车身及外观设备","通州区","北京市","北京市通州区外郎营村北2号院35号楼4层101","北京市通州区外郎营村北2号院35号楼4层101","6271","制造业","5940000000","59.4","47.8368644714355","BB","5.23","POINT(116.6209298 39.82404338)"
"603676.SH","卫信康","主板","2017-07-21T00:00:00+08:00","中型","2006-03-17T00:00:00+08:00","435474000","维生素类与矿物质类制剂","堆龙德庆区","拉萨市","西藏自治区拉萨市经济技术开发区B区园区南路5号工业中心4号楼3层","西藏自治区拉萨市经济技术开发区B区园区南路5号工业中心4号楼3层","540","制造业","5939865360","59.3986536","51.087516784668","BBB","6.1","POINT(90.99098257 29.62172641)"
"300255.SZ","常山药业","创业板","2011-08-19T00:00:00+08:00","大型","2000-09-28T00:00:00+08:00","934966878","解热镇痛制剂、调节免疫功能制剂、血液系统用制剂、原料药","正定县","石家庄市","河北省石家庄市中国(河北)自由贸易试验区正定片区正定县高新技术产业开发区南区梦龙街71号","河北省石家庄市中国(河北)自由贸易试验区正定片区正定县高新技术产业开发区南区梦龙街71号","1306","制造业","5937039675.3","59.370396753","30.499475479126","BB","5.66","POINT(114.61911402 38.12278918)"
"600982.SH","宁波能源","主板","2004-07-06T00:00:00+08:00","大型","1995-08-23T00:00:00+08:00","1117768211","火电、进出口贸易、热力、原煤、资产管理业务","北仑区","宁波市","浙江省宁波市经济技术开发区大港工业城","浙江省宁波市鄞州区昌乐路187号发展大厦B座7F","1168","电力、热力、燃气及水生产和供应业","5935349200.41","59.3534920041","12.5337648391724","BB","5.96","POINT(121.79568821 29.92094271)"
"002703.SZ","浙江世宝","主板","2012-11-02T00:00:00+08:00","大型","1993-06-02T00:00:00+08:00","789644637","转向设备","义乌市","义乌市","浙江省义乌市佛堂镇双林路1号","浙江省杭州市经济技术开发区17号大街6号","1636","制造业","5935074039.73","59.350740397299994","784.405700683594","A","7.55","POINT(120.01611349 29.20882315)"
"300709.SZ","精研科技","创业板","2017-10-19T00:00:00+08:00","大型","2004-11-29T00:00:00+08:00","186615997","专用设备与零部件","钟楼区","常州市","江苏省常州市钟楼经济开发区棕榈路59号","江苏省常州市钟楼经济开发区棕榈路59号","3797","制造业","5934388704.6","59.343887046000006","32.0925636291504","BBB","6.4","POINT(119.86772368 31.79638948)"
"600035.SH","楚天高速","主板","2004-03-10T00:00:00+08:00","大型","2000-11-22T00:00:00+08:00","1610115901","高速公路收费、桥梁收费、通信终端设备、专业咨询服务","汉阳区","武汉市","湖北省武汉市汉阳区龙阳大道9号","湖北省武汉市汉阳区四新大道26号湖北国展中心广场东塔23—24层","1759","交通运输、仓储和邮政业","5925226515.68","59.2522651568","8.03036212921143","BBB","6.5","POINT(114.19978525 30.54826498)"
"002922.SZ","伊戈尔","主板","2017-12-29T00:00:00+08:00","大型","1999-10-15T00:00:00+08:00","298905455","电子元器件","南海区","佛山市","广东省佛山市南海区简平路桂城科技园A3号","广东省佛山市顺德区北滘镇环镇东路4号","2624","制造业","5921317063.55","59.2131706355","52.847827911377","BB","5.87","POINT(113.16327194 23.03090991)"
"300271.SZ","华宇软件","创业板","2011-10-26T00:00:00+08:00","大型","2001-06-18T00:00:00+08:00","824561023","OA软件、PDM软件、行业专用软件","海淀区","北京市","北京市海淀区中关村东路1号院清华科技园科技大厦C座25层","北京市海淀区中关村东路1号院清华科技园科技大厦C座25层","6759","信息传输、软件和信息技术服务业","5920348145.14","59.2034814514","32.7385101318359","BBB","6.93","POINT(116.32430006 39.99185337)"
"301221.SZ","光庭信息","创业板","2021-12-22T00:00:00+08:00","大型","2011-01-17T00:00:00+08:00","92622300","行业专用软件、软件外包服务","洪山区","武汉市","湖北省武汉市东湖新技术开发区港边田一路6号(自贸区武汉片区)","湖北省武汉市东湖新技术开发区港边田一路6号","1904","信息传输、软件和信息技术服务业","5918564970","59.1856497","90.8583755493164","BBB","6.05","POINT(114.46283587 30.45385693)"
"002141.SZ","贤丰控股","主板","2007-07-20T00:00:00+08:00","大型","2002-10-10T00:00:00+08:00","1134656519","输电设备","金湾区","珠海市","广东省珠海市金湾区三灶镇三灶科技工业园","广东省深圳市福田区金田路4028号荣超经贸中心33楼08单元","1036","制造业","5911560463.99","59.1156046399","140.399154663086","B","5.07","POINT(113.32171149 22.03721687)"
"603108.SH","润达医疗","主板","2015-05-27T00:00:00+08:00","大型","1999-01-06T00:00:00+08:00","579542691","诊断用制剂","金山区","上海市","上海市金山区卫昌路1018号1号楼201室","上海市虹口区乍浦路89号星荟中心1座8楼","3214","批发和零售业","5911335448.2","59.113354482","17.9280834197998","BB","5.76","POINT(121.36164708 30.76116276)"
"600828.SH","茂业商业","主板","1994-02-24T00:00:00+08:00","大型","1993-12-31T00:00:00+08:00","1731982546","百货商场、连锁超市","锦江区","成都市","四川省成都市东御街19号","四川省成都市东御街19号","2510","批发和零售业","5906060481.86","59.0606048186","24.7658748626709","BB","6.03","POINT(104.06772892 30.65909819)"
"600081.SH","东风科技","主板","1997-07-03T00:00:00+08:00","大型","1998-04-29T00:00:00+08:00","470418905","电气仪器仪表、发动机设备、横向附件、制动设备","闵行区","上海市","上海市闵行区浦江镇新骏环路88号13幢203室","上海市中山北路2000号22楼","4661","制造业","5899053068.7","58.990530686999996","23.9721603393555","BB","5.82","POINT(121.52162837 31.0904948)"
"002093.SZ","国脉科技","主板","2006-12-15T00:00:00+08:00","大型","2000-12-29T00:00:00+08:00","1007500000","互联网服务、系统集成服务","马尾区","福州市","福建省福州市马尾区江滨东大道116号","福建省福州市马尾区江滨东大道116号","993","信息传输、软件和信息技术服务业","5893875000","58.93875","58.955207824707","BBB","6.52","POINT(119.42712595 26.00766262)"
"600894.SH","广日股份","主板","1996-03-28T00:00:00+08:00","大型","1988-10-24T00:00:00+08:00","859946895","钢板类、钢管类、其他物流、轻型工程机械、型钢类、专用设备与零部件","番禺区","广州市","广东省广州市番禺区石楼镇国贸大道南636号","广东省广州市海珠区新港东路1222号万胜广场B塔17楼","4288","制造业","5890636230.75","58.9063623075","9.55586051940918","A","7.09","POINT(113.46919513 22.98393637)"
"000042.SZ","中洲控股","主板","1994-09-21T00:00:00+08:00","大型","1984-09-17T00:00:00+08:00","664831139","其他物流、商业地产、住宅楼盘","福田区","深圳市","广东省深圳市福田区福田街道岗厦社区金田路3088号中洲大厦3802","广东省深圳市福田区金田路3088号中洲大厦38楼","2609","房地产业","5890403891.54","58.9040389154","16.0345821380615","BB","5.23","POINT(114.05862137 22.54006414)"
"300680.SZ","隆盛科技","创业板","2017-07-25T00:00:00+08:00","中型","2004-06-16T00:00:00+08:00","201851388","汽车及零配件经销","新吴区","无锡市","江苏省无锡市城南路231-3号(经营场所:无锡市新吴区珠江路99号)","江苏省无锡市新吴区珠江路99号","651","制造业","5890023501.84","58.900235018400004","55.8849716186523","BB","5.7","POINT(120.39194476 31.49290973)"
"002943.SZ","宇晶股份","主板","2018-11-29T00:00:00+08:00","中型","1998-06-11T00:00:00+08:00","100000000","专用设备与零部件","资阳区","益阳市","湖南省益阳市长春经济开发区资阳大道北侧01号","湖南省益阳市长春经济开发区资阳大道北侧01号","751","制造业","5890000000","58.9","612.427734375","BB","5.62","POINT(112.32312443 28.6140501)"
"300870.SZ","欧陆通","创业板","2020-08-24T00:00:00+08:00","大型","1996-05-29T00:00:00+08:00","101660000","电子元器件","宝安区","深圳市","广东省深圳市宝安区西乡街道固戍二路星辉工业厂区厂房一,二,三(星辉科技园A,B,C栋)","广东省深圳市宝安区西乡街道固戍二路星辉工业厂区厂房一,二,三(星辉科技园A,B,C栋)","4051","制造业","5886114000","58.86114","123.523948669434","B","4.95","POINT(113.84999666 22.60732892)"
"600590.SH","泰豪科技","主板","2002-07-03T00:00:00+08:00","大型","1996-03-20T00:00:00+08:00","852869750","变电设备、低压电器类、发电机及附属设备、环保机械、系统集成服务","青山湖区","南昌市","江西省南昌市高新开发区清华泰豪大楼","江西省南昌市高新开发区清华泰豪大楼","2646","制造业","5884801275","58.84801275","-44.0329627990723","A","7.33","POINT(116.05577364 28.60714071)"
"000726.SZ","鲁泰A","主板","2000-12-25T00:00:00+08:00","大型","1988-10-18T00:00:00+08:00","887941151","内衣、其他纺织品及原料、其他农产品、衣着用纺织品、中药饮片","张店区","淄博市","山东省淄博市高新技术开发区鲁泰大道61号","山东省淄博市淄川区松龄东路81号","22632","制造业","5881801652.25301","58.8180165225301","16.3028907775879","A","7.45","POINT(118.0494294 36.84607074)"
"603118.SH","共进股份","主板","2015-02-25T00:00:00+08:00","大型","1998-11-24T00:00:00+08:00","792133332","系统集成服务、医疗美容器械","坪山区","深圳市","广东省深圳市坪山区坑梓街道丹梓北路2号","广东省深圳市坪山区坑梓街道丹梓北路2号,广东省深圳市南山区南山街道南海大道2239号新能源大厦A座二楼","7459","制造业","5877629323.44","58.77629323439999","15.2526006698608","BBB","6.14","POINT(114.40827596 22.75864377)"
"688636.SH","智明达","科创板","2021-04-08T00:00:00+08:00","中型","2002-03-28T00:00:00+08:00","50611160","电子元器件","青羊区","成都市","四川省成都市青羊区敬业路229号H3栋D单元","四川省成都市青羊区腾飞大道51号E区17栋","515","制造业","5870894560","58.7089456","52.9409675598145","BB","5.68","POINT(103.95247278 30.68623658)"
"600868.SH","梅雁吉祥","主板","1994-09-12T00:00:00+08:00","中型","1993-01-01T00:00:00+08:00","1898148679","保健食品、水电、水泥、铜、显示设备","梅县区","梅州市","广东省梅州市梅县区新县城沿江南路1号","广东省梅州市梅县区新县城沿江南路1号","615","电力、热力、燃气及水生产和供应业","5865279418.11","58.6527941811","379.834930419922","BB","6.01","POINT(116.09617455 24.27843774)"
"002968.SZ","新大正","主板","2019-12-03T00:00:00+08:00","大型","1998-12-10T00:00:00+08:00","229111400","物业出租和管理","渝中区","重庆市","重庆市渝中区虎踞路78号1-1#","重庆市渝中区虎踞路78号1-1#","30526","房地产业","5865251840","58.6525184","31.7320728302002","BBB","5.95","POINT(106.49726114 29.55000818)"
"603209.SH","兴通股份","主板","2022-03-24T00:00:00+08:00","中型","1997-12-18T00:00:00+08:00","200000000","海运代理","泉港区","泉州市","福建省泉州市泉港区驿峰东路295号兴通海运大厦8-9楼","福建省泉州市泉港区驿峰东路295号兴通海运大厦8-9楼","455","交通运输、仓储和邮政业","5864000000","58.64","28.9790382385254","","2.87","POINT(118.92708572 25.13988256)"
"000036.SZ","华联控股","主板","1994-06-17T00:00:00+08:00","中型","1989-09-11T00:00:00+09:00","1483934025","集装箱码头、商业地产、住宅楼盘","福田区","深圳市","广东省深圳市福田区深南中路2008号华联大厦11层","广东省深圳市福田区深南中路2008号华联大厦11层","749","房地产业","5861539398.75","58.6153939875","17.3341045379639","BBB","6.15","POINT(114.0889137 22.54379303)"
"605056.SH","咸亨国际","主板","2021-07-20T00:00:00+08:00","大型","2008-04-11T00:00:00+08:00","400010000","工程仪器仪表、五金加工机械、专业咨询服务","上城区","杭州市","浙江省杭州市上城区江城路889号E10室","浙江省杭州市上城区江城路889号E10室","1467","批发和零售业","5860146500","58.601465","29.4552459716797","BBB","6.54","POINT(120.17538815 30.24558891)"
"300834.SZ","星辉环材","创业板","2022-01-13T00:00:00+08:00","中型","2006-06-27T00:00:00+08:00","193712353","高分子聚合物","濠江区","汕头市","广东省汕头市濠江区保税区通洋路37号","广东省汕头市濠江区保税区通洋路37号","167","制造业","5859798678.25","58.5979867825","22.8987369537354","BB","5.72","POINT(116.72242935 23.28869104)"
"600724.SH","宁波富达","主板","1996-07-16T00:00:00+08:00","大型","1993-03-22T00:00:00+08:00","1445241071","厨房器具、清洁器具、市政供水、水泥、物业出租和管理","余姚市","余姚市","浙江省宁波市余姚市城区南雷南路2号余姚商会大厦1302室","浙江省宁波市海曙区解放南路208号建设大厦18-19楼","1235","制造业","5853226337.55","58.5322633755","16.6636409759521","BB","5.1","POINT(121.15269745 30.03589467)"
"000523.SZ","广州浪奇","主板","1993-11-08T00:00:00+08:00","中型","1978-06-20T00:00:00+08:00","1612420134","美发用品、沐浴用品、清洁用品、清洗剂、洗涤用品","天河区","广州市","广东省广州市天河区临江大道393号501室","广东省广州市天河区临江大道393号501室","850","制造业","5853085086.42","58.5308508642","3.96577095985413","BB","5.8","POINT(113.36695619 23.11369744)"
"002154.SZ","报喜鸟","主板","2007-08-16T00:00:00+08:00","大型","2001-06-20T00:00:00+08:00","1459333729","服装配件配饰、内衣、外衣","永嘉县","温州市","浙江省温州市永嘉县瓯北镇双塔路2299号","浙江省温州市永嘉县瓯北镇双塔路2299号","7825","制造业","5851928253.29","58.5192825329","11.9627227783203","BBB","6.56","POINT(120.63028991 28.04389144)"
"603206.SH","嘉环科技","主板","2022-05-06T00:00:00+08:00","大型","1998-11-19T00:00:00+08:00","305199988","互联网服务","雨花台区","南京市","江苏省南京市雨花台区宁双路19号10幢","江苏省南京市雨花台区宁双路19号10幢","8245","信息传输、软件和信息技术服务业","5850683769.96","58.5068376996","26.4392738342285","","2.99","POINT(118.75196309 31.97312812)"
"301103.SZ","何氏眼科","创业板","2022-03-22T00:00:00+08:00","大型","2009-10-15T00:00:00+08:00","158026471","医院、专业咨询服务","浑南区","沈阳市","辽宁省沈阳市浑南区天赐街5-1号(607)","辽宁省沈阳市皇姑区黄河南大街118号甲泰和国际大厦15层","2806","卫生和社会工作","5848559691.71","58.4855969171","69.2116012573242","","2.98","POINT(123.45902807 41.74634974)"
"600965.SH","福成股份","主板","2004-07-13T00:00:00+08:00","大型","1998-03-18T00:00:00+08:00","818700955","冷冻食品、禽畜养殖、肉制品、乳制品","三河市","三河市","河北省廊坊市三河市燕郊经济技术开发区","河北省廊坊市三河市燕郊高新技术园区京榆大街963号","2399","制造业","5845524818.7","58.455248186999995","34.2333717346191","BB","5.21","POINT(116.81053379 39.94858739)"
"000056.SZ","皇庭国际","主板","1996-07-08T00:00:00+08:00","大型","1985-01-19T00:00:00+08:00","1174528720","百货商场、大型购物中心、人造板、物业出租和管理、住宅楼盘","福田区","深圳市","广东省深圳市福田区福田街道岗厦社区福华路350号岗厦皇庭大厦28A01单元","广东省深圳市福田区福田街道岗厦社区福华路350号岗厦皇庭大厦28A01单元","837","租赁和商务服务业","5838954943.11077","58.3895494311077","-5.46162128448486","BB","5.39","POINT(114.05828688 22.53811784)"
"300890.SZ","翔丰华","创业板","2020-09-17T00:00:00+08:00","中型","2009-06-12T00:00:00+08:00","105841741","半导体材料、高分子聚合物","龙华区","深圳市","广东省深圳市龙华新区龙华街道清祥路1号宝能科技园9栋C座20楼J单元","广东省深圳市龙华新区龙华街道清祥路1号宝能科技园9栋C座20楼J单元","549","制造业","5828704676.87","58.2870467687","50.0688209533691","BB","5.38","POINT(114.05936562 22.67673424)"
"002605.SZ","姚记科技","主板","2011-08-05T00:00:00+08:00","大型","1989-09-13T00:00:00+09:00","405389487","其他休闲用品","嘉定区","上海市","上海市嘉定区黄渡镇曹安路4218号","上海市嘉定区黄渡镇曹安路4218号","1736","信息传输、软件和信息技术服务业","5825446928.19","58.25446928189999","12.4768314361572","A","7.07","POINT(121.39620881 31.26413395)"
